,image_id,file_path,pixel_size,label,difficulty,left_eye,right_eye,nose,mouth,img_array
1746,666,data\real_and_fake_face\training_fake\mid_268_0010.jpg,600x600,fake,mid,0.0,0.0,1.0,0.0,"[[0.10588235 0.11372549 0.0627451 ]
 [0.11764706 0.1254902  0.0745098 ]
 [0.12156863 0.12941176 0.07843137]
 ...
 [0.6        0.6        0.50588235]
 [0.59215686 0.58823529 0.46666667]
 [0.59215686 0.59215686 0.44313725]]"
1747,667,data\real_and_fake_face\training_fake\mid_269_1100.jpg,600x600,fake,mid,1.0,1.0,0.0,0.0,"[[0.03529412 0.05490196 0.02745098]
 [0.05098039 0.0627451  0.03529412]
 [0.0627451  0.0745098  0.04705882]
 ...
 [0.25490196 0.2        0.16470588]
 [0.24705882 0.20784314 0.16862745]
 [0.25098039 0.21176471 0.16470588]]"
1748,668,data\real_and_fake_face\training_fake\mid_26_1101.jpg,600x600,fake,mid,1.0,1.0,0.0,1.0,"[[0.21568627 0.15294118 0.09411765]
 [0.20784314 0.14509804 0.08627451]
 [0.20784314 0.14509804 0.08627451]
 ...
 [0.37254902 0.23921569 0.09019608]
 [0.36078431 0.23529412 0.08235294]
 [0.34901961 0.22352941 0.07058824]]"
1749,669,data\real_and_fake_face\training_fake\mid_270_0101.jpg,600x600,fake,mid,0.0,1.0,0.0,1.0,"[[0.30196078 0.24705882 0.24313725]
 [0.30980392 0.25490196 0.25098039]
 [0.30588235 0.25098039 0.24705882]
 ...
 [0.28627451 0.38039216 0.42745098]
 [0.3254902  0.4        0.45490196]
 [0.35686275 0.42745098 0.48235294]]"
1750,670,data\real_and_fake_face\training_fake\mid_271_1111.jpg,600x600,fake,mid,1.0,1.0,1.0,1.0,"[[0.99607843 0.23921569 0.21176471]
 [0.99607843 0.23921569 0.21176471]
 [0.99607843 0.23921569 0.21176471]
 ...
 [0.2        0.27843137 0.2745098 ]
 [0.18823529 0.27058824 0.2745098 ]
 [0.18039216 0.2627451  0.26666667]]"
1751,671,data\real_and_fake_face\training_fake\mid_272_1010.jpg,600x600,fake,mid,1.0,0.0,1.0,0.0,"[[0.62745098 0.61568627 0.59607843]
 [0.63921569 0.62745098 0.60784314]
 [0.65098039 0.63921569 0.61960784]
 ...
 [0.57254902 0.66666667 0.77647059]
 [0.56862745 0.6627451  0.77254902]
 [0.56862745 0.6627451  0.77254902]]"
1752,672,data\real_and_fake_face\training_fake\mid_273_1101.jpg,600x600,fake,mid,1.0,1.0,0.0,1.0,"[[0.4745098  0.43921569 0.44313725]
 [0.42745098 0.39215686 0.39607843]
 [0.46666667 0.43137255 0.43529412]
 ...
 [0.83137255 0.80784314 0.81568627]
 [0.82352941 0.8        0.80784314]
 [0.81176471 0.78823529 0.79607843]]"
1753,673,data\real_and_fake_face\training_fake\mid_274_1100.jpg,600x600,fake,mid,1.0,1.0,0.0,0.0,"[[0.61568627 0.58431373 0.53333333]
 [0.61568627 0.58431373 0.53333333]
 [0.61568627 0.58431373 0.53333333]
 ...
 [0.51764706 0.49019608 0.45098039]
 [0.51764706 0.49019608 0.45098039]
 [0.51764706 0.49019608 0.45098039]]"
1754,674,data\real_and_fake_face\training_fake\mid_275_1100.jpg,600x600,fake,mid,1.0,1.0,0.0,0.0,"[[0.89019608 0.72156863 0.54509804]
 [0.89019608 0.72156863 0.54509804]
 [0.89019608 0.72156863 0.54509804]
 ...
 [0.81176471 0.84705882 0.86666667]
 [0.81176471 0.84705882 0.86666667]
 [0.82745098 0.8627451  0.88235294]]"
1755,675,data\real_and_fake_face\training_fake\mid_276_0011.jpg,600x600,fake,mid,0.0,0.0,1.0,1.0,"[[0.8745098  0.8745098  0.88235294]
 [0.8627451  0.8627451  0.87058824]
 [0.81960784 0.81960784 0.82745098]
 ...
 [0.48235294 0.44705882 0.41176471]
 [0.48627451 0.45098039 0.41568627]
 [0.50196078 0.46666667 0.43137255]]"
1756,676,data\real_and_fake_face\training_fake\mid_277_1100.jpg,600x600,fake,mid,1.0,1.0,0.0,0.0,"[[0.8627451  0.8627451  0.8627451 ]
 [0.8627451  0.8627451  0.8627451 ]
 [0.8627451  0.8627451  0.8627451 ]
 ...
 [0.41176471 0.41176471 0.40392157]
 [0.4        0.4        0.39215686]
 [0.39215686 0.39215686 0.38431373]]"
1757,677,data\real_and_fake_face\training_fake\mid_278_1101.jpg,600x600,fake,mid,1.0,1.0,0.0,1.0,"[[0.19607843 0.19215686 0.17254902]
 [0.18823529 0.18431373 0.16470588]
 [0.18039216 0.17647059 0.15686275]
 ...
 [0.11764706 0.09803922 0.08235294]
 [0.16862745 0.14901961 0.13333333]
 [0.18039216 0.16078431 0.14509804]]"
1758,678,data\real_and_fake_face\training_fake\mid_279_1111.jpg,600x600,fake,mid,1.0,1.0,1.0,1.0,"[[0.42745098 0.26666667 0.25882353]
 [0.42745098 0.26666667 0.25882353]
 [0.42745098 0.26666667 0.25882353]
 ...
 [0.09803922 0.11764706 0.14117647]
 [0.12156863 0.14117647 0.16470588]
 [0.09019608 0.10980392 0.13333333]]"
1759,679,data\real_and_fake_face\training_fake\mid_27_1111.jpg,600x600,fake,mid,1.0,1.0,1.0,1.0,"[[0.09803922 0.03137255 0.        ]
 [0.10196078 0.03529412 0.00392157]
 [0.10196078 0.03529412 0.00392157]
 ...
 [0.03921569 0.02352941 0.01176471]
 [0.03921569 0.02352941 0.01176471]
 [0.04313725 0.02745098 0.01568627]]"
1760,680,data\real_and_fake_face\training_fake\mid_280_1111.jpg,600x600,fake,mid,1.0,1.0,1.0,1.0,"[[0.79215686 0.79607843 0.77647059]
 [0.78039216 0.78431373 0.76470588]
 [0.77647059 0.78039216 0.76078431]
 ...
 [0.5254902  0.53333333 0.52156863]
 [0.4745098  0.48235294 0.47058824]
 [0.44705882 0.45490196 0.44313725]]"
1761,681,data\real_and_fake_face\training_fake\mid_281_1111.jpg,600x600,fake,mid,1.0,1.0,1.0,1.0,"[[0.20784314 0.10588235 0.04705882]
 [0.20784314 0.10588235 0.04705882]
 [0.20784314 0.10588235 0.04705882]
 ...
 [0.22352941 0.18823529 0.19215686]
 [0.22352941 0.18823529 0.19215686]
 [0.21960784 0.18431373 0.18823529]]"
1762,682,data\real_and_fake_face\training_fake\mid_282_1100.jpg,600x600,fake,mid,1.0,1.0,0.0,0.0,"[[0.96078431 0.96470588 0.98039216]
 [0.96078431 0.96470588 0.98039216]
 [0.96078431 0.96470588 0.98039216]
 ...
 [0.45098039 0.42352941 0.35294118]
 [0.45098039 0.42352941 0.35294118]
 [0.44705882 0.41960784 0.34901961]]"
1763,683,data\real_and_fake_face\training_fake\mid_283_0111.jpg,600x600,fake,mid,0.0,1.0,1.0,1.0,"[[0.40784314 0.58823529 0.48627451]
 [0.41176471 0.59215686 0.49019608]
 [0.41568627 0.59215686 0.50196078]
 ...
 [1.         0.7372549  0.96078431]
 [1.         0.7254902  0.94509804]
 [0.99607843 0.70196078 0.9254902 ]]"
1764,684,data\real_and_fake_face\training_fake\mid_284_1110.jpg,600x600,fake,mid,1.0,1.0,1.0,0.0,"[[0.83529412 0.8627451  0.90196078]
 [0.83529412 0.8627451  0.90196078]
 [0.83529412 0.8627451  0.90196078]
 ...
 [0.83529412 0.85098039 0.88627451]
 [0.83529412 0.85098039 0.88627451]
 [0.83529412 0.85098039 0.88627451]]"
1765,685,data\real_and_fake_face\training_fake\mid_285_1111.jpg,600x600,fake,mid,1.0,1.0,1.0,1.0,"[[0.61960784 0.58431373 0.51764706]
 [0.62352941 0.58823529 0.52156863]
 [0.63137255 0.59607843 0.52941176]
 ...
 [0.2        0.10588235 0.09019608]
 [0.23529412 0.14117647 0.1254902 ]
 [0.26666667 0.17254902 0.16470588]]"
1766,686,data\real_and_fake_face\training_fake\mid_286_1100.jpg,600x600,fake,mid,1.0,1.0,0.0,0.0,"[[0.78039216 0.81960784 0.78823529]
 [0.78039216 0.81960784 0.78823529]
 [0.78039216 0.81960784 0.78823529]
 ...
 [0.82745098 0.83137255 0.80784314]
 [0.82745098 0.83137255 0.80784314]
 [0.82745098 0.83137255 0.80784314]]"
1767,687,data\real_and_fake_face\training_fake\mid_287_0001.jpg,600x600,fake,mid,0.0,0.0,0.0,1.0,"[[0.30980392 0.27843137 0.26666667]
 [0.30588235 0.2745098  0.2627451 ]
 [0.29803922 0.26666667 0.25490196]
 ...
 [0.13333333 0.09019608 0.10588235]
 [0.06666667 0.04705882 0.07058824]
 [0.0627451  0.05098039 0.07843137]]"
1768,688,data\real_and_fake_face\training_fake\mid_288_1101.jpg,600x600,fake,mid,1.0,1.0,0.0,1.0,"[[0.21176471 0.3254902  0.34901961]
 [0.2        0.31372549 0.3372549 ]
 [0.18039216 0.29411765 0.31764706]
 ...
 [0.31764706 0.45098039 0.45882353]
 [0.31372549 0.44705882 0.45098039]
 [0.31372549 0.44705882 0.45098039]]"
1769,689,data\real_and_fake_face\training_fake\mid_289_1101.jpg,600x600,fake,mid,1.0,1.0,0.0,1.0,"[[0.29411765 0.16470588 0.09019608]
 [0.30588235 0.17647059 0.10196078]
 [0.32156863 0.19215686 0.11764706]
 ...
 [0.82745098 0.53333333 0.20784314]
 [0.83137255 0.5372549  0.21176471]
 [0.83529412 0.54117647 0.21568627]]"
1770,690,data\real_and_fake_face\training_fake\mid_28_1111.jpg,600x600,fake,mid,1.0,1.0,1.0,1.0,"[[0.02352941 0.02352941 0.03137255]
 [0.02745098 0.02745098 0.03529412]
 [0.03137255 0.03137255 0.03921569]
 ...
 [0.2627451  0.26666667 0.24705882]
 [0.25882353 0.2627451  0.24313725]
 [0.25490196 0.25882353 0.23921569]]"
1771,691,data\real_and_fake_face\training_fake\mid_290_1100.jpg,600x600,fake,mid,1.0,1.0,0.0,0.0,"[[0.41960784 0.37647059 0.36078431]
 [0.37254902 0.32941176 0.31372549]
 [0.35686275 0.31372549 0.29803922]
 ...
 [0.05490196 0.05490196 0.05490196]
 [0.07058824 0.07058824 0.07058824]
 [0.07843137 0.07843137 0.07843137]]"
1772,692,data\real_and_fake_face\training_fake\mid_291_1100.jpg,600x600,fake,mid,1.0,1.0,0.0,0.0,"[[1.         0.98823529 0.98431373]
 [1.         0.98823529 0.98431373]
 [1.         0.98823529 0.98431373]
 ...
 [1.         1.         1.        ]
 [1.         1.         1.        ]
 [1.         1.         1.        ]]"
1773,693,data\real_and_fake_face\training_fake\mid_292_1000.jpg,600x600,fake,mid,1.0,0.0,0.0,0.0,"[[0.20392157 0.20392157 0.19607843]
 [0.20392157 0.20392157 0.19607843]
 [0.2        0.2        0.19215686]
 ...
 [0.10196078 0.16862745 0.14509804]
 [0.09803922 0.16470588 0.14117647]
 [0.08235294 0.14901961 0.1254902 ]]"
1774,694,data\real_and_fake_face\training_fake\mid_293_1101.jpg,600x600,fake,mid,1.0,1.0,0.0,1.0,"[[0.14117647 0.17647059 0.10980392]
 [0.14117647 0.17647059 0.10980392]
 [0.14509804 0.18039216 0.11372549]
 ...
 [0.23529412 0.25098039 0.19607843]
 [0.22352941 0.23921569 0.18431373]
 [0.20784314 0.22352941 0.16862745]]"
1775,695,data\real_and_fake_face\training_fake\mid_294_1110.jpg,600x600,fake,mid,1.0,1.0,1.0,0.0,"[[0.85882353 0.82352941 0.83529412]
 [0.85882353 0.82352941 0.83529412]
 [0.8627451  0.82745098 0.83921569]
 ...
 [0.05098039 0.05882353 0.10588235]
 [0.05490196 0.0627451  0.10980392]
 [0.05882353 0.06666667 0.11372549]]"
1776,696,data\real_and_fake_face\training_fake\mid_295_0111.jpg,600x600,fake,mid,0.0,1.0,1.0,1.0,"[[0.94509804 0.95294118 0.94901961]
 [0.95294118 0.96078431 0.95686275]
 [0.94901961 0.95686275 0.95294118]
 ...
 [0.90980392 0.89019608 0.87843137]
 [0.89803922 0.88235294 0.87058824]
 [0.89019608 0.8745098  0.87058824]]"
1777,697,data\real_and_fake_face\training_fake\mid_296_1111.jpg,600x600,fake,mid,1.0,1.0,1.0,1.0,"[[1.         0.75294118 0.25882353]
 [0.9372549  0.65490196 0.19215686]
 [0.89803922 0.56078431 0.16470588]
 ...
 [0.98431373 0.83921569 0.32156863]
 [1.         0.85882353 0.3372549 ]
 [0.94117647 0.80784314 0.28235294]]"
1778,698,data\real_and_fake_face\training_fake\mid_297_0010.jpg,600x600,fake,mid,0.0,0.0,1.0,0.0,"[[0.34901961 0.24705882 0.14901961]
 [0.34509804 0.24313725 0.14509804]
 [0.34509804 0.24313725 0.1372549 ]
 ...
 [0.98039216 0.88235294 0.37647059]
 [0.98039216 0.88235294 0.37647059]
 [0.98823529 0.88235294 0.37647059]]"
1779,699,data\real_and_fake_face\training_fake\mid_298_0001.jpg,600x600,fake,mid,0.0,0.0,0.0,1.0,"[[0.63137255 0.61568627 0.56862745]
 [0.53333333 0.53333333 0.48627451]
 [0.58039216 0.60392157 0.54901961]
 ...
 [0.79607843 0.82352941 0.8627451 ]
 [0.79607843 0.82352941 0.8627451 ]
 [0.79607843 0.82352941 0.8627451 ]]"
1780,700,data\real_and_fake_face\training_fake\mid_299_1100.jpg,600x600,fake,mid,1.0,1.0,0.0,0.0,"[[0.72941176 0.72941176 0.72941176]
 [0.72941176 0.72941176 0.72941176]
 [0.73333333 0.73333333 0.73333333]
 ...
 [0.76862745 0.76862745 0.76862745]
 [0.76862745 0.76862745 0.76862745]
 [0.76862745 0.76862745 0.76862745]]"
1781,701,data\real_and_fake_face\training_fake\mid_29_1111.jpg,600x600,fake,mid,1.0,1.0,1.0,1.0,"[[0.98823529 0.98823529 0.98823529]
 [0.98823529 0.98823529 0.98823529]
 [0.98823529 0.98823529 0.98823529]
 ...
 [1.         1.         1.        ]
 [1.         1.         1.        ]
 [1.         1.         1.        ]]"
1782,702,data\real_and_fake_face\training_fake\mid_2_1101.jpg,600x600,fake,mid,1.0,1.0,0.0,1.0,"[[0.33333333 0.3254902  0.37647059]
 [0.30980392 0.30196078 0.35294118]
 [0.32941176 0.32156863 0.37254902]
 ...
 [0.30588235 0.28235294 0.29019608]
 [0.30588235 0.28235294 0.29019608]
 [0.31372549 0.29019608 0.29803922]]"
1783,703,data\real_and_fake_face\training_fake\mid_300_0111.jpg,600x600,fake,mid,0.0,1.0,1.0,1.0,"[[0.9372549  0.90588235 0.85490196]
 [0.9372549  0.90588235 0.85490196]
 [0.94117647 0.90980392 0.85882353]
 ...
 [0.94509804 0.91764706 0.87843137]
 [0.94509804 0.91764706 0.87843137]
 [0.94509804 0.91764706 0.87843137]]"
1784,704,data\real_and_fake_face\training_fake\mid_301_0101.jpg,600x600,fake,mid,0.0,1.0,0.0,1.0,"[[0.34901961 0.51372549 0.50588235]
 [0.4        0.56078431 0.56862745]
 [0.54901961 0.6627451  0.68627451]
 ...
 [0.85098039 0.79607843 0.78431373]
 [0.88235294 0.84313725 0.83921569]
 [0.84705882 0.82352941 0.83137255]]"
1785,705,data\real_and_fake_face\training_fake\mid_302_1100.jpg,600x600,fake,mid,1.0,1.0,0.0,0.0,"[[0.74117647 0.74509804 0.72156863]
 [0.78039216 0.78431373 0.76078431]
 [0.77647059 0.78039216 0.75686275]
 ...
 [0.3254902  0.17254902 0.15294118]
 [0.35686275 0.21176471 0.18823529]
 [0.39607843 0.25098039 0.21960784]]"
1786,706,data\real_and_fake_face\training_fake\mid_303_1100.jpg,600x600,fake,mid,1.0,1.0,0.0,0.0,"[[0.89019608 0.85882353 0.85098039]
 [0.89019608 0.85882353 0.85098039]
 [0.89019608 0.85882353 0.85098039]
 ...
 [0.89411765 0.85098039 0.84313725]
 [0.89019608 0.84705882 0.83921569]
 [0.89019608 0.84705882 0.83921569]]"
1787,707,data\real_and_fake_face\training_fake\mid_304_1111.jpg,600x600,fake,mid,1.0,1.0,1.0,1.0,"[[0.         0.         0.        ]
 [0.         0.         0.        ]
 [0.         0.         0.        ]
 ...
 [0.86666667 0.79215686 0.7372549 ]
 [0.8627451  0.78823529 0.73333333]
 [0.8627451  0.78823529 0.73333333]]"
1788,708,data\real_and_fake_face\training_fake\mid_305_1101.jpg,600x600,fake,mid,1.0,1.0,0.0,1.0,"[[0.88235294 0.88627451 0.90588235]
 [0.88235294 0.88627451 0.90588235]
 [0.88627451 0.89019608 0.90980392]
 ...
 [0.20784314 0.20784314 0.21568627]
 [0.20784314 0.20784314 0.20784314]
 [0.21176471 0.21176471 0.20392157]]"
1789,709,data\real_and_fake_face\training_fake\mid_306_1111.jpg,600x600,fake,mid,1.0,1.0,1.0,1.0,"[[0.66666667 0.83529412 0.85882353]
 [0.66666667 0.83529412 0.85882353]
 [0.67058824 0.83921569 0.8627451 ]
 ...
 [0.41176471 0.41176471 0.37254902]
 [0.41960784 0.40784314 0.37254902]
 [0.42352941 0.41176471 0.37647059]]"
1790,710,data\real_and_fake_face\training_fake\mid_307_1101.jpg,600x600,fake,mid,1.0,1.0,0.0,1.0,"[[0.66666667 0.50980392 0.50196078]
 [0.69803922 0.54117647 0.53333333]
 [0.74117647 0.58431373 0.57647059]
 ...
 [0.74509804 0.59607843 0.59215686]
 [0.75294118 0.60392157 0.6       ]
 [0.72941176 0.58039216 0.57647059]]"
1791,711,data\real_and_fake_face\training_fake\mid_308_1111.jpg,600x600,fake,mid,1.0,1.0,1.0,1.0,"[[0.85098039 0.81568627 0.89803922]
 [0.85098039 0.81568627 0.89803922]
 [0.85882353 0.81176471 0.89019608]
 ...
 [0.64705882 0.61568627 0.60784314]
 [0.63529412 0.59607843 0.59215686]
 [0.62745098 0.58823529 0.58431373]]"
1792,712,data\real_and_fake_face\training_fake\mid_309_1111.jpg,600x600,fake,mid,1.0,1.0,1.0,1.0,"[[0.29803922 0.53333333 0.7372549 ]
 [0.25098039 0.48627451 0.69019608]
 [0.22352941 0.45882353 0.6627451 ]
 ...
 [0.79215686 0.59607843 0.49019608]
 [0.77254902 0.57647059 0.47058824]
 [0.78823529 0.59215686 0.48627451]]"
1793,713,data\real_and_fake_face\training_fake\mid_30_1110.jpg,600x600,fake,mid,1.0,1.0,1.0,0.0,"[[0.69019608 0.69019608 0.69803922]
 [0.68235294 0.68235294 0.69019608]
 [0.68235294 0.68235294 0.69019608]
 ...
 [0.0745098  0.08235294 0.07843137]
 [0.11372549 0.11372549 0.11372549]
 [0.05882353 0.05882353 0.05882353]]"
1794,714,data\real_and_fake_face\training_fake\mid_310_0111.jpg,600x600,fake,mid,0.0,1.0,1.0,1.0,"[[0.9372549  0.97254902 0.99215686]
 [0.9372549  0.97254902 0.99215686]
 [0.93333333 0.96862745 0.98823529]
 ...
 [0.87058824 0.92156863 0.95294118]
 [0.87058824 0.92156863 0.95294118]
 [0.87058824 0.92156863 0.95294118]]"
1795,715,data\real_and_fake_face\training_fake\mid_311_0011.jpg,600x600,fake,mid,0.0,0.0,1.0,1.0,"[[0.27058824 0.45882353 0.39607843]
 [0.27058824 0.45882353 0.39607843]
 [0.27843137 0.46666667 0.40392157]
 ...
 [0.83529412 0.8745098  0.87058824]
 [0.83529412 0.8745098  0.87058824]
 [0.83529412 0.8745098  0.87058824]]"
1796,716,data\real_and_fake_face\training_fake\mid_312_1111.jpg,600x600,fake,mid,1.0,1.0,1.0,1.0,"[[0.9254902  0.92156863 0.90588235]
 [0.9254902  0.92156863 0.90588235]
 [0.9254902  0.92156863 0.90588235]
 ...
 [0.88235294 0.8627451  0.84705882]
 [0.88627451 0.86666667 0.85098039]
 [0.88627451 0.86666667 0.85098039]]"
1797,717,data\real_and_fake_face\training_fake\mid_313_1101.jpg,600x600,fake,mid,1.0,1.0,0.0,1.0,"[[0.04313725 0.36862745 0.5254902 ]
 [0.02745098 0.35294118 0.50980392]
 [0.02352941 0.34901961 0.50588235]
 ...
 [0.11764706 0.06666667 0.03529412]
 [0.11764706 0.05882353 0.03921569]
 [0.14117647 0.07058824 0.05490196]]"
1798,718,data\real_and_fake_face\training_fake\mid_314_1101.jpg,600x600,fake,mid,1.0,1.0,0.0,1.0,"[[0.69019608 0.63529412 0.52941176]
 [0.69019608 0.63529412 0.52941176]
 [0.69019608 0.63529412 0.52941176]
 ...
 [0.78823529 0.75294118 0.68627451]
 [0.79215686 0.75686275 0.69019608]
 [0.79215686 0.75686275 0.69019608]]"
1799,719,data\real_and_fake_face\training_fake\mid_315_1101.jpg,600x600,fake,mid,1.0,1.0,0.0,1.0,"[[0.07058824 0.07058824 0.07058824]
 [0.0745098  0.0745098  0.0745098 ]
 [0.0745098  0.0745098  0.0745098 ]
 ...
 [0.78039216 0.73333333 0.74901961]
 [0.76470588 0.71764706 0.73333333]
 [0.75294118 0.70588235 0.72156863]]"
1800,720,data\real_and_fake_face\training_fake\mid_316_1111.jpg,600x600,fake,mid,1.0,1.0,1.0,1.0,"[[0.78823529 0.79215686 0.8745098 ]
 [0.78823529 0.79215686 0.8745098 ]
 [0.78823529 0.79215686 0.8745098 ]
 ...
 [0.0627451  0.08627451 0.14117647]
 [0.07058824 0.09411765 0.14901961]
 [0.05490196 0.07843137 0.13333333]]"
1801,721,data\real_and_fake_face\training_fake\mid_317_1101.jpg,600x600,fake,mid,1.0,1.0,0.0,1.0,"[[0.01176471 0.00784314 0.        ]
 [0.01176471 0.00784314 0.        ]
 [0.01176471 0.00784314 0.        ]
 ...
 [0.99607843 0.94509804 0.91372549]
 [0.98823529 0.94901961 0.91372549]
 [0.98431373 0.94117647 0.91764706]]"
1802,722,data\real_and_fake_face\training_fake\mid_318_1111.jpg,600x600,fake,mid,1.0,1.0,1.0,1.0,"[[0.05098039 0.05490196 0.03529412]
 [0.05098039 0.05490196 0.03529412]
 [0.05098039 0.05490196 0.03529412]
 ...
 [0.97254902 0.96862745 0.96078431]
 [0.97254902 0.96862745 0.96078431]
 [0.97254902 0.96862745 0.96078431]]"
1803,723,data\real_and_fake_face\training_fake\mid_319_1111.jpg,600x600,fake,mid,1.0,1.0,1.0,1.0,"[[0.60392157 0.62745098 0.39215686]
 [0.59215686 0.61568627 0.38039216]
 [0.57647059 0.6        0.36470588]
 ...
 [0.60392157 0.21568627 0.05098039]
 [0.59215686 0.21568627 0.05098039]
 [0.56862745 0.19215686 0.02745098]]"
1804,724,data\real_and_fake_face\training_fake\mid_31_1111.jpg,600x600,fake,mid,1.0,1.0,1.0,1.0,"[[0.18039216 0.24705882 0.18431373]
 [0.19215686 0.25882353 0.19607843]
 [0.18039216 0.24705882 0.18431373]
 ...
 [0.80392157 0.69411765 0.65098039]
 [0.8        0.69019608 0.64705882]
 [0.79607843 0.68627451 0.64313725]]"
1805,725,data\real_and_fake_face\training_fake\mid_320_1111.jpg,600x600,fake,mid,1.0,1.0,1.0,1.0,"[[0.5254902  0.39607843 0.1254902 ]
 [0.51764706 0.38823529 0.11764706]
 [0.50588235 0.37647059 0.10588235]
 ...
 [0.63921569 0.12941176 0.12156863]
 [0.63137255 0.12156863 0.11372549]
 [0.62352941 0.11372549 0.10588235]]"
1806,726,data\real_and_fake_face\training_fake\mid_321_1110.jpg,600x600,fake,mid,1.0,1.0,1.0,0.0,"[[0.99607843 1.         0.94509804]
 [0.99607843 1.         0.94509804]
 [0.99607843 1.         0.94509804]
 ...
 [0.11764706 0.13333333 0.14509804]
 [0.11764706 0.12941176 0.14901961]
 [0.12156863 0.13333333 0.15294118]]"
1807,727,data\real_and_fake_face\training_fake\mid_322_1111.jpg,600x600,fake,mid,1.0,1.0,1.0,1.0,"[[0.92941176 0.94901961 0.96470588]
 [0.92941176 0.94901961 0.96470588]
 [0.92941176 0.94901961 0.96470588]
 ...
 [0.4        0.34509804 0.33333333]
 [0.41176471 0.35686275 0.34509804]
 [0.41960784 0.36470588 0.35294118]]"
1808,728,data\real_and_fake_face\training_fake\mid_323_1101.jpg,600x600,fake,mid,1.0,1.0,0.0,1.0,"[[0.97254902 0.96470588 0.97647059]
 [0.97254902 0.96470588 0.97647059]
 [0.97254902 0.96470588 0.97647059]
 ...
 [0.08235294 0.09411765 0.12941176]
 [0.08235294 0.09411765 0.12941176]
 [0.08235294 0.09411765 0.12941176]]"
1809,729,data\real_and_fake_face\training_fake\mid_324_1111.jpg,600x600,fake,mid,1.0,1.0,1.0,1.0,"[[0.88627451 0.96078431 0.98431373]
 [0.88627451 0.96078431 0.98431373]
 [0.88627451 0.96078431 0.98431373]
 ...
 [0.63137255 0.64705882 0.34509804]
 [0.63137255 0.65098039 0.3372549 ]
 [0.61960784 0.63921569 0.31764706]]"
1810,730,data\real_and_fake_face\training_fake\mid_325_0011.jpg,600x600,fake,mid,0.0,0.0,1.0,1.0,"[[0.50588235 0.29019608 0.17254902]
 [0.49803922 0.28235294 0.16470588]
 [0.48627451 0.27058824 0.15294118]
 ...
 [0.69411765 0.55294118 0.46666667]
 [0.69803922 0.56078431 0.48235294]
 [0.69019608 0.56078431 0.48627451]]"
1811,731,data\real_and_fake_face\training_fake\mid_326_1111.jpg,600x600,fake,mid,1.0,1.0,1.0,1.0,"[[0.96078431 0.96078431 0.96078431]
 [0.95686275 0.95686275 0.95686275]
 [0.95294118 0.95294118 0.95294118]
 ...
 [0.1372549  0.15686275 0.16862745]
 [0.1372549  0.15686275 0.16862745]
 [0.1372549  0.15686275 0.16862745]]"
1812,732,data\real_and_fake_face\training_fake\mid_327_0111.jpg,600x600,fake,mid,0.0,1.0,1.0,1.0,"[[0.30196078 0.39215686 0.4627451 ]
 [0.30588235 0.39607843 0.46666667]
 [0.30588235 0.39607843 0.46666667]
 ...
 [0.03529412 0.01568627 0.00392157]
 [0.03921569 0.01960784 0.00392157]
 [0.03921569 0.01960784 0.00392157]]"
1813,733,data\real_and_fake_face\training_fake\mid_328_0011.jpg,600x600,fake,mid,0.0,0.0,1.0,1.0,"[[0.89803922 0.54901961 0.23529412]
 [0.90196078 0.55294118 0.23921569]
 [0.90980392 0.56078431 0.24705882]
 ...
 [0.9372549  0.94509804 0.90196078]
 [0.9372549  0.94509804 0.90196078]
 [0.9372549  0.94509804 0.90196078]]"
1814,734,data\real_and_fake_face\training_fake\mid_329_1110.jpg,600x600,fake,mid,1.0,1.0,1.0,0.0,"[[0.52156863 0.43529412 0.28235294]
 [0.52156863 0.43529412 0.28235294]
 [0.51764706 0.43137255 0.27843137]
 ...
 [0.1254902  0.14117647 0.18431373]
 [0.1254902  0.14117647 0.18431373]
 [0.1254902  0.14117647 0.18431373]]"
1815,735,data\real_and_fake_face\training_fake\mid_32_1111.jpg,600x600,fake,mid,1.0,1.0,1.0,1.0,"[[0.78823529 0.74901961 0.71372549]
 [0.79215686 0.75294118 0.71764706]
 [0.79215686 0.75686275 0.72156863]
 ...
 [0.76862745 0.71764706 0.65490196]
 [0.77647059 0.72941176 0.6745098 ]
 [0.79215686 0.74509804 0.69803922]]"
1816,736,data\real_and_fake_face\training_fake\mid_330_1111.jpg,600x600,fake,mid,1.0,1.0,1.0,1.0,"[[0.85882353 0.88627451 0.85490196]
 [0.85882353 0.88627451 0.85490196]
 [0.85882353 0.88627451 0.85490196]
 ...
 [0.84705882 0.8745098  0.84705882]
 [0.84705882 0.8745098  0.84705882]
 [0.84705882 0.8745098  0.84705882]]"
1817,737,data\real_and_fake_face\training_fake\mid_331_0011.jpg,600x600,fake,mid,0.0,0.0,1.0,1.0,"[[0.77254902 0.77254902 0.7254902 ]
 [0.77254902 0.77254902 0.73333333]
 [0.76862745 0.76862745 0.72941176]
 ...
 [0.94117647 0.9372549  0.96078431]
 [0.94901961 0.94509804 0.96862745]
 [0.96470588 0.96078431 0.98431373]]"
1818,738,data\real_and_fake_face\training_fake\mid_332_1111.jpg,600x600,fake,mid,1.0,1.0,1.0,1.0,"[[0.81960784 0.64705882 0.49411765]
 [0.81176471 0.63921569 0.48627451]
 [0.81960784 0.64705882 0.49411765]
 ...
 [0.83529412 0.6627451  0.5254902 ]
 [0.83921569 0.66666667 0.52941176]
 [0.84313725 0.67058824 0.53333333]]"
